"HITID","index","GithubReposityLink","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"3PN6H8C9R4QTA1LXBHDIOKN9WK4DAT","59","https://github.com/AgilData/mesos-docker-tutorial","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 13:38:47 UTC"
"3UL5XDRDNCJKN0DPZDBLUHTMTF6589","90","https://github.com/Moskize91/TaolanTutorial","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:39:51 UTC"
"3VGZ74AYTGGKF0SMXLAH00GU9F5GC8","155","https://github.com/maxfarseer/redux-ru-tutorial","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","educational","No","no_agreement","2017-01-04 13:40:04 UTC"
"3Z3R5YC0P3NVNHY28NZP7PGMWM5FTR","195","https://github.com/google/testRunner","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:39:37 UTC"
"360ZO6N6J1JI9CH5W4YLBFZJZGEM95","212","https://github.com/becsarb/2107_MensSuitManualComplete","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:40:46 UTC"
"34XASH8KLQM31ZXCDTUIX5ZY4KWMP0","41","https://github.com/spring-projects/spring-framework","A16S0KKQ2MIZHT","documents","ADLYO655RWJUI","documents","Yes","documents","2017-01-04 13:40:25 UTC"
"38LRF35D5LWF7IXYOXOXBCDRCA73UX","134","https://github.com/apache/jspwiki","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:40:20 UTC"
"3JMNNNO3B143E4QKFXPTAQTWRCI2WK","11","https://github.com/williamjxj/wordpress_blog_template","A1NJ1IJLKAS0Y4","documents","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:41:05 UTC"
"3X4Q1O9UBHM2VWEOUNFEPNXIZQ5O7A","107","https://github.com/vaadin/designer-tutorials","A16S0KKQ2MIZHT","documents","ADLYO655RWJUI","documents","Yes","documents","2017-01-04 13:40:11 UTC"
"3K3G488TR28QT4DLL7SLG8EMNLS5QK","74","https://github.com/mattsfrey/GSRS","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:40:37 UTC"
"3ECKRY5B1QWBJK9RFNUSWAUVXAJIZ1","95","https://github.com/sincoder/sinpeloader","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:40:12 UTC"
"3UXQ63NLAAMHRNEHUCB228FKNBRLBC","93","https://github.com/sivaprasadreddy/springboot-tutorials","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:40:10 UTC"
"3YZ7A3YHR5T26KSYDBHQB8TN59D5S9","67","https://github.com/geojeff/kotti_user_manual","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:40:44 UTC"
"3D17ECOUOEVZYL60M9ED0A8U1D931X","77","https://github.com/cacounicamp/Manual-do-Bixo","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:40:28 UTC"
"3P6ENY9P79WPSZ9X91OLW3QQ1K2IHB","58","https://github.com/dkerwin/dkerwin.github.io","A2APPZDU0VS9LN","data","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:40:42 UTC"
"3J94SKDEKIPW4V9GGLM1G97N4635DF","149","https://github.com/HHS-IntroProgramming/ggame-tutorials","A16S0KKQ2MIZHT","data","AJ2H4FUPQKF9E","other","No","no_agreement","2017-01-04 13:40:43 UTC"
"3WRKFXQBOB7BEUZMJ1S9I3LTRGFIYA","92","https://github.com/Mironor/Play-2.0-Java-MongoDb-Jackson-exemple","A16S0KKQ2MIZHT","development","ADLYO655RWJUI","documents","No","no_agreement","2017-01-04 13:40:18 UTC"
"3CVDZS288H0RAM8IZQYDLBLU2E9MFX","106","https://github.com/UnknownGuardian/EgyptianType","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:40:51 UTC"
"3ZZAYRN1I6RPTUBV7QIFUJP0ONWOTM","20","https://github.com/pixelles/mtm1531-homework-1","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","other","No","no_agreement","2017-01-04 13:41:01 UTC"
"3NI0WFPPI9GYOF809S8BT8146C5603","152","https://github.com/chargify/docs.chargify.com","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:40:20 UTC"
"3IVEC1GSLPZAJZ8PPU60GHPJXAVJ1P","85","https://github.com/mauricesvay/Routino","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:40:55 UTC"
"3ACRLU860NE3LH4PDQOYPDP0EEQEBI","11","https://github.com/philss/newvision","AJ2H4FUPQKF9E","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:41:20 UTC"
"3PA41K45VN4KGWQP9NSTEN289V17PA","174","https://github.com/apache/apr-util","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:42:15 UTC"
"3FJ2RVH25Z6S28DCMMF1W6LLTBX29U","41","https://github.com/lihuiba/lihuiba.github.io","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:42:18 UTC"
"33J5JKFMK6YNFPQH7O4S1BG29P13QS","164","https://github.com/deckerbd/HW2","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:41:44 UTC"
"3GONHBMNHVYXF3ZI02SKO31CEJ3MZL","141","https://github.com/apache/directory-studio","A3QZMGTVA4VO44","documents","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:41:42 UTC"
"351S7I5UG9WDX6FEUH4YDO2M0B0JNX","166","https://github.com/ravikiran438/hwfinal","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:41:42 UTC"
"3XT3KXP24ZY9VAPGDIXHZC10S6M6IY","136","https://github.com/facebook/rocksdb","AVHZJ2HQJG3NB","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:41:15 UTC"
"3AFT28WXLF2ZKGVKDEJBGCNRD6GOI5","109","https://github.com/skade/yard-test","AVHZJ2HQJG3NB","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:41:57 UTC"
"3SBNLSTU6U5UB9T5N9TH5DEI55BDZU","59","https://github.com/njakob/leukemia","A1NJ1IJLKAS0Y4","data","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:42:09 UTC"
"39KV3A5D187HTO6H14WN9S7JWF87SQ","204","https://github.com/google/pepper.js","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:41:49 UTC"
"3TRB893CSJAE3JXQ6426KEOG84EG7F","165","https://github.com/sillyotter/sillyotter.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:41:59 UTC"
"3JMQI2OLFZ50UKFMKLINAQ79VR3DND","175","https://github.com/INFO-498F/lecture-10-exercises","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 13:41:33 UTC"
"3421H3BM9AHS84BKT7LTVN72VMJJ9Y","130","https://github.com/oManual/omanual","A16S0KKQ2MIZHT","documents","AJ2H4FUPQKF9E","educational","No","no_agreement","2017-01-04 13:42:00 UTC"
"3HRWUH63QU25Q70T5F04CEJHIA55NX","2","https://github.com/DeepInTheCode/HackHou","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:41:35 UTC"
"3R0WOCG21M9DPAZVHMU9OLZ33NWDU5","85","https://github.com/rkrzr/dataset-random","AJ2H4FUPQKF9E","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:41:39 UTC"
"3TFJJUELSHPU06KFY6PSYWMTZW0C2L","7","https://github.com/naamsupicha/homework..2","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:41:27 UTC"
"366FYU4PTGP4EK8JJ31ROG8Q18ZEK2","169","https://github.com/IsaacZhi/coursera","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:43:06 UTC"
"3Y3N5A7N4G9XADPD4GQ1AWSA8PYYM5","195","https://github.com/twigkit/worldfactbook-dataset","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:42:22 UTC"
"3INZSNUD80QF5IBSJBZISPCPQ2M9DA","52","https://github.com/apache/etch","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:43:21 UTC"
"3YKP7CX6G2FIC2PFQIASJ3XJSRMB7T","192","https://github.com/charliek/charliek.github.io","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:42:26 UTC"
"3AFT28WXLF2ZKGVKDEJBGCNRD6GIOZ","184","https://github.com/yusukebe/yusukebe.github.io","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:43:09 UTC"
"3P520RYKCH6ILXK22GCQQ9BBQ6Y5UP","74","https://github.com/sneumann/mtbls2","ADLYO655RWJUI","documents","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:42:29 UTC"
"3M4KL7H8KVNYV4TI5BCB7DKEB4B616","150","https://github.com/kwijibo/RDF-Dataset-Combiner","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","development","No","no_agreement","2017-01-04 13:43:17 UTC"
"3QHITW7OYO9NZAP2G3J2OJU8FZTAQV","200","https://github.com/google/quiver-dart","ADLYO655RWJUI","documents","AJ2H4FUPQKF9E","web","No","no_agreement","2017-01-04 13:42:36 UTC"
"36FQTHX3Z3R0BJOSO6726ML3NP03BG","148","https://github.com/DimShadoWWW/svn2git_manual","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","documents","No","no_agreement","2017-01-04 13:42:57 UTC"
"3NSCTNUR2ZNY6O64WBVZQ8ZHJ365AD","185","https://github.com/rf-/rf-.github.io","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:43:38 UTC"
"3TL87MO8CMP744QXZEXYLY6529JLFU","178","https://github.com/hirak/hirak.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 13:42:33 UTC"
"3TKXBROM5TALJ54NX1R68G65EC6IJG","67","https://github.com/g-k/g-k.github.io","A16S0KKQ2MIZHT","development","ADLYO655RWJUI","documents","No","no_agreement","2017-01-04 13:43:12 UTC"
"3P4C70TRMRHDI4MSAY3G3J6H3OJGLO","28","https://github.com/davesnowdon/nao-datasets","AJ2H4FUPQKF9E","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:42:49 UTC"
"3RWO3EJELH965ABNK7BKDDBV691P1V","214","https://github.com/vanilles/homework2","A3QZMGTVA4VO44","homework","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:43:45 UTC"
"3LG268AV386Q1OLE9NAOPSU4W0TERV","98","https://github.com/apache/tapestry5","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:44:05 UTC"
"3BPP3MA3TCKFYQQ143DS3GL5Q84EL5","183","https://github.com/CBMiami019/Homework02","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:42:56 UTC"
"3N7PQ0KLI5PYIM0CYX9S7UROQMD3EG","173","https://github.com/cernoch/SM-Mutagen","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:44:02 UTC"
"3KWGG5KP6J2K7AO88O8CD50R51HCMC","129","https://github.com/apache/maven-archetype","A16S0KKQ2MIZHT","educational","AJ2H4FUPQKF9E","web","No","no_agreement","2017-01-04 13:43:57 UTC"
"3TKXBROM5TALJ54NX1R68G65EC6JIH","94","https://github.com/adfuhr/homework4","ADLYO655RWJUI","documents","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:43:33 UTC"
"34KYK9TV2R84V097EL83EUTFF5ZBSG","111","https://github.com/apache/servicemix-documentation","AVHZJ2HQJG3NB","documents","A16S0KKQ2MIZHT","other","No","no_agreement","2017-01-04 13:42:34 UTC"
"32W3UF2EZOL43KZ22K8GRBJRJAWC4H","24","https://github.com/copyrenzhe/maple","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:43:14 UTC"
"3YLPJ8OXX8DS6IAXTG435O41KSK4XB","16","https://github.com/qichanghai/qichanghai.github.io","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:42:37 UTC"
"3AJA9FLWSCY5E3IREB0LTIEDL5PIFD","221","https://github.com/apache/nutch","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:44:00 UTC"
"3R15W654VDT4VTG6DU8SXXAJ9BSLQO","47","https://github.com/obeattie/pdfminer","A1NJ1IJLKAS0Y4","documents","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:43:52 UTC"
"3P4ZBJFX2V3NFY2W3S40U9NL0GNFWH","228","https://github.com/facebook/facebook-oss-pom","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:43:53 UTC"
"3EHIMLB7F7ZW3TXK0FCUJEWCYOX8HT","103","https://github.com/JoshAshby/BOB-Documentation","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:43:58 UTC"
"3U18MJKL1UMQPS98KPNCQKPRARRCNC","138","https://github.com/apache/apr-iconv","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:44:02 UTC"
"38O9DZ0A62N5KPBEOFCPCWUJ3AP62N","168","https://github.com/Gozala/jsdocs","ADLYO655RWJUI","documents","A16S0KKQ2MIZHT","other","No","no_agreement","2017-01-04 13:43:02 UTC"
"3KTCJ4SCVG10K7EASRJSW9H014QM1W","151","https://github.com/breunigs/manual-geotag","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:42:50 UTC"
"3SZYX62S5G0GNM86P8JFGHXRIV057M","83","https://github.com/torch/tutorials","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:43:00 UTC"
"3OID399FXG7O6S25MXZA2LY0T0GFD7","160","https://github.com/facebook/jcommon","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:44:52 UTC"
"3OEWW2KGQJBIC5FYL0I0PF7EL18DOS","6","https://github.com/erikh/gap-docs","A16S0KKQ2MIZHT","documents","ADLYO655RWJUI","documents","Yes","documents","2017-01-04 13:44:25 UTC"
"371DNNCG442M82OF09TJXXZ09IS8T3","227","https://github.com/leesavide/abcplus","A16S0KKQ2MIZHT","development","ADLYO655RWJUI","documents","No","no_agreement","2017-01-04 13:45:07 UTC"
"334ZEL5JX6FOEUYGIQDPKETEM4IOSX","2","https://github.com/jam1015/550400.homeworkset1","A16S0KKQ2MIZHT","development","ADLYO655RWJUI","documents","No","no_agreement","2017-01-04 13:44:17 UTC"
"382GHPVPHSRGQK3J9RXFY8FXDXJ34A","51","https://github.com/sentric/hannibal","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:44:52 UTC"
"3DA79LNS59V075I9OSYN6GRPTWZT3V","185","https://github.com/google/google-api-ruby-client","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:44:42 UTC"
"304QEQWKZPKODLE49OU5A8NVRCZO0A","181","https://github.com/SKAhack/skahack.github.io","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:44:31 UTC"
"3S1WOPCJFGT930211I1FN18DMJZEJ3","141","https://github.com/kaitklochkova/Kaitklochkova-s-homework","A16S0KKQ2MIZHT","educational","ADLYO655RWJUI","educational","Yes","educational","2017-01-04 13:44:27 UTC"
"3BFNCI9LYKQD97L2BPVM1KZ74Z937U","109","https://github.com/okfn/opendatasites","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:44:15 UTC"
"3OREP8RUT2B15V0GJLEMPGACRU5GB1","155","https://github.com/kentbrew/kentbrew.github.io","A1NJ1IJLKAS0Y4","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:44:49 UTC"
"32ZCLEW0BZKD0RRRAWHQHD7H0Q1JPT","4","https://github.com/baidu/ueditor","A3QZMGTVA4VO44","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:44:38 UTC"
"37VHPF5VYC35MLM4ENYT8NZWLWSC8O","139","https://github.com/Azure-Vani/homework","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","homework","No","no_agreement","2017-01-04 13:45:01 UTC"
"3JU8CV4BRLCR12IOQ99VP9O3ZKBOPH","181","https://github.com/hugowetterberg/svpt-vs-swtw","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:44:17 UTC"
"3JTPR5MTZSC4I1FQ828OKM2DOF05KS","20","https://github.com/joshwalters/VIM-as-an-IDE","A16S0KKQ2MIZHT","data","A3QZMGTVA4VO44","data","Yes","data","2017-01-04 13:44:59 UTC"
"3RHLQY6EDT4E8C5G2G3RBH194A8D4I","218","https://github.com/apache/maven-plugin-testing","A16S0KKQ2MIZHT","documents","AJ2H4FUPQKF9E","web","No","no_agreement","2017-01-04 13:44:27 UTC"
"3TFJJUELSHPU06KFY6PSYWMTZW02CB","225","https://github.com/apache/pig","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:44:59 UTC"
"3Z56AA6EK40VRTF7YXV9R58H9F6M6U","196","https://github.com/asimlqt/unity-lens-php","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:45:14 UTC"
"3MVY4USGB6NEI8NDKV0K0HXSAVJISW","172","https://github.com/cloudera/mapreduce-tutorial","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","educational","Yes","educational","2017-01-04 13:44:36 UTC"
"3VGET1QSZ0ZA05NQL96O6HA42S47W5","72","https://github.com/ejholmes/ejholmes.github.io","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:44:27 UTC"
"3Q2T3FD0ON8WUASPFVXBK2WXZO4M3O","167","https://github.com/peeppullerits/phpunit-yaml-dataset-helper","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:44:24 UTC"
"3INZSNUD80QF5IBSJBZISPCPQ2MD9E","95","https://github.com/xchataqua/xchataqua.github.io","AJ2H4FUPQKF9E","data","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:44:57 UTC"
"3B623HUYJ4QLT2B0B9OTNS3E7ZE8SE","224","https://github.com/gshipley/origin_manual","AZD9Z5B2U40G2","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:45:09 UTC"
"3DFYDSXB2W0QSWZNRIGKRJUG87TJUP","128","https://github.com/google/lmctfy","A16S0KKQ2MIZHT","data","AJ2H4FUPQKF9E","web","No","no_agreement","2017-01-04 13:44:47 UTC"
"3FULMHZ7OUXHC6BTF92UU7O3DO0M49","184","https://github.com/yazgoo/mt5_extraction_tools","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:45:15 UTC"
"31MCUE39BKMW20W34SZG7XC032S3GX","197","https://github.com/rickysaltzer/impala-refresher","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:45:34 UTC"
"3ICOHX7ENCB21U1FFAR95WTHNATE0W","106","https://github.com/tradero/windev","A16S0KKQ2MIZHT","educational","AJ2H4FUPQKF9E","web","No","no_agreement","2017-01-04 13:45:39 UTC"
"3ULIZ0H1VA52C0T40S26F76EF9051P","224","https://github.com/google/safevarargs","AZD9Z5B2U40G2","other","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:45:30 UTC"
"3IV1AEQ4DRDSUZSAOFFFVRCRBG18JY","101","https://github.com/wavebane/random_dataset","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","web","No","no_agreement","2017-01-04 13:45:32 UTC"
"30Z7M1Q8UYKHT6P6U9222S98LT78AI","209","https://github.com/thejakeyboy/umich-eecs545-lectures","A3QZMGTVA4VO44","educational","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:45:16 UTC"
"3NFWQRSHVEERICCWON0I861X6SXGFJ","184","https://github.com/DjangoGirls/tutorial","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","educational","No","no_agreement","2017-01-04 13:45:44 UTC"
"3KA7IJSNW657I8TFM449JPO4SLSPBE","124","https://github.com/facebook/watchman","A16S0KKQ2MIZHT","documents","AJ2H4FUPQKF9E","web","No","no_agreement","2017-01-04 13:45:20 UTC"
"35YHTYFL1G3A092RDIZ48747T7LFV7","57","https://github.com/livingston/livingston.github.io","A16S0KKQ2MIZHT","development","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:45:54 UTC"
"3VZYA8PITOY25B8M49Y612N4AHU50M","44","https://github.com/jpcaruana/jpcaruana.github.io","A16S0KKQ2MIZHT","educational","A1NJ1IJLKAS0Y4","other","No","no_agreement","2017-01-04 13:45:23 UTC"
"3LN50BUKPVBJVHFRDHT3XSK94F6LPX","44","https://github.com/rekursiv/stepperature","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:45:40 UTC"
"34HEO7RUG6UNBB42TI82T94DBLVARW","43","https://github.com/kalkin7/kalkin7.github.io","A16S0KKQ2MIZHT","web","A3QZMGTVA4VO44","web","Yes","web","2017-01-04 13:45:39 UTC"
"3VGZ74AYTGGKF0SMXLAH00GU9F5CG4","6","https://github.com/google/dart-sync-socket","A1GKEEI844CEKI","development","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:46:31 UTC"
"3S37Y8CWI80DHI57JB8H35QUBQE4WI","13","https://github.com/tomasx/tomasx.github.io","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:46:10 UTC"
"3UEDKCTP9VQJ55T9WVNLI6G9FLV7K9","179","https://github.com/foxrw/Data","A1PELXP1T9FA0W","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:46:19 UTC"
"3ZXNP4Z39RLUPBBRHVZMX6TO4L07LC","203","https://github.com/cyardley/DBLP-LinkAnalysis","ADLYO655RWJUI","documents","A16S0KKQ2MIZHT","homework","No","no_agreement","2017-01-04 13:46:15 UTC"
"38DCH97KHH2Y03S6A9WFHIXR5MNJQK","8","https://github.com/apache/directory-shared","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","documents","No","no_agreement","2017-01-04 13:46:09 UTC"
"308KJXFUJR60RQHUX7DXTO5VZ6SAT9","53","https://github.com/monteslu/monteslu.github.io","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:45:48 UTC"
"3ATYLI1PRT2VFRFQVW4BSD2RQL5OJH","114","https://github.com/amaurymartiny/Aff","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:46:56 UTC"
"3OZ4VAIBEXFQ5BONW8QPN5WZME2JVE","131","https://github.com/google/gumbo-parser","A16S0KKQ2MIZHT","educational","A3QZMGTVA4VO44","web","No","no_agreement","2017-01-04 13:46:24 UTC"
"3XBXDSS888JO4QHIZ83KR56C6EFLXL","106","https://github.com/seemuth/moodle-local_dataseteditor","A3QZMGTVA4VO44","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:46:01 UTC"
"37VE3DA4YUHF5RVR3RW4AGMD6UIHB1","105","https://github.com/Kaijun/Udacity-Homework","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:46:16 UTC"
"3OND0WXMHWFDCU7BDIYUBOSY9RVHE1","226","https://github.com/adam-m-mcelhinney/MCS507Homework4","A16S0KKQ2MIZHT","documents","A3QZMGTVA4VO44","homework","No","no_agreement","2017-01-04 13:45:48 UTC"
"3H1C3QRA01JMVMWVRQKT0XVIWZQCEN","216","https://github.com/SvetlinVladov/Homework","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","homework","Yes","homework","2017-01-04 13:46:38 UTC"
"31MBOZ6PAOR01S6N8C7XDSL25WRCLA","88","https://github.com/apache/harmony-classlib","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:46:59 UTC"
"3WGZLY9VCHMFRDSIEJT4STHE6W4D8P","39","https://github.com/desymfony/desymfony","A16S0KKQ2MIZHT","homework","A3QZMGTVA4VO44","other","No","no_agreement","2017-01-04 13:46:31 UTC"
"3SD15I2WD2UU577XSFQUV6ZB9OP63Y","190","https://github.com/dmp1ce/ownersmanual","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:47:32 UTC"
"33IXYHIZB5I9X44TUXVNOKMWK8DE2G","152","https://github.com/andreirusu/csv2torch-datasets","A3QZMGTVA4VO44","data","A16S0KKQ2MIZHT","documents","No","no_agreement","2017-01-04 13:47:16 UTC"
"3VW0145YLYC7FOUEIGPY09DMVLQMJ0","193","https://github.com/jameswilliamiii/ProblemChildApp","A16S0KKQ2MIZHT","homework","AZD9Z5B2U40G2","homework","Yes","homework","2017-01-04 13:47:27 UTC"
"39N6W9XWRDNXI3TRTDS6XR8DC3NGYG","222","https://github.com/andrewcwright/MMAskingForInfo","A16S0KKQ2MIZHT","documents","A1NJ1IJLKAS0Y4","homework","No","no_agreement","2017-01-04 13:47:15 UTC"
"3EPG8DX9LKQ5TSC6LUDWG3OCIP6P5D","47","https://github.com/google/streamy-dart","A1NJ1IJLKAS0Y4","development","A16S0KKQ2MIZHT","educational","No","no_agreement","2017-01-04 13:46:15 UTC"
"3P7RGTLO6ED1O7R73YZ5SXIZGT1AK3","220","https://github.com/memaldi/LDClassifier","A16S0KKQ2MIZHT","data","A1NJ1IJLKAS0Y4","data","Yes","data","2017-01-04 13:46:32 UTC"
"3SX4X51T809KEYCM1QRYZEZ80YBOA1","13","https://github.com/mwangm/Manual","A16S0KKQ2MIZHT","homework","A1NJ1IJLKAS0Y4","web","No","no_agreement","2017-01-04 13:48:01 UTC"
"3VMV5CHJZ8F11HUXJ757PAGYX15GTR","131","https://github.com/yamanetoshi/linux-kernel-doc","A16S0KKQ2MIZHT","development","A3QZMGTVA4VO44","development","Yes","development","2017-01-04 13:47:32 UTC"
